"date","tm_home","tm_away","pts_away","pts_home","season"
2016-12-18,"Philadelphia 76ers","Brooklyn Nets",107,108,2017
2016-12-18,"San Antonio Spurs","New Orleans Pelicans",100,113,2017
2016-12-18,"Washington Wizards","Los Angeles Clippers",110,117,2017
2016-12-19,"Chicago Bulls","Detroit Pistons",82,113,2017
2016-12-19,"Denver Nuggets","Dallas Mavericks",107,117,2017
2016-12-19,"Indiana Pacers","Washington Wizards",105,107,2017
2016-12-19,"Minnesota Timberwolves","Phoenix Suns",108,115,2017
2016-12-19,"Oklahoma City Thunder","Atlanta Hawks",110,108,2017
2016-12-20,"Charlotte Hornets","Los Angeles Lakers",113,117,2017
2016-12-20,"Golden State Warriors","Utah Jazz",74,104,2017
2016-12-20,"Houston Rockets","San Antonio Spurs",102,100,2017
2016-12-20,"Los Angeles Clippers","Denver Nuggets",102,119,2017
2016-12-20,"Memphis Grizzlies","Boston Celtics",112,109,2017
2016-12-20,"Miami Heat","Orlando Magic",136,130,2017
2016-12-20,"Milwaukee Bucks","Cleveland Cavaliers",114,108,2017
2016-12-20,"New York Knicks","Indiana Pacers",111,118,2017
2016-12-20,"Philadelphia 76ers","New Orleans Pelicans",108,93,2017
2016-12-20,"Sacramento Kings","Portland Trail Blazers",121,126,2017
2016-12-20,"Toronto Raptors","Brooklyn Nets",104,116,2017
2016-12-21,"Atlanta Hawks","Minnesota Timberwolves",92,84,2017
2016-12-21,"Chicago Bulls","Washington Wizards",107,97,2017
2016-12-21,"Cleveland Cavaliers","Milwaukee Bucks",102,113,2017
2016-12-21,"Detroit Pistons","Memphis Grizzlies",98,86,2017
2016-12-21,"New Orleans Pelicans","Oklahoma City Thunder",121,110,2017
2016-12-21,"Phoenix Suns","Houston Rockets",125,111,2017
2016-12-21,"Portland Trail Blazers","Dallas Mavericks",96,95,2017
2016-12-21,"Utah Jazz","Sacramento Kings",94,93,2017
2016-12-22,"Brooklyn Nets","Golden State Warriors",117,101,2017
2016-12-22,"Indiana Pacers","Boston Celtics",109,102,2017
2016-12-22,"Los Angeles Clippers","San Antonio Spurs",101,106,2017
2016-12-22,"Miami Heat","Los Angeles Lakers",107,115,2017
2016-12-22,"New York Knicks","Orlando Magic",95,106,2017
2016-12-23,"Boston Celtics","Oklahoma City Thunder",117,112,2017
2016-12-23,"Charlotte Hornets","Chicago Bulls",91,103,2017
2016-12-23,"Cleveland Cavaliers","Brooklyn Nets",99,119,2017
2016-12-23,"Denver Nuggets","Atlanta Hawks",109,108,2017
2016-12-23,"Detroit Pistons","Golden State Warriors",119,113,2017
2016-12-23,"Los Angeles Clippers","Dallas Mavericks",90,88,2017
2016-12-23,"Memphis Grizzlies","Houston Rockets",109,115,2017
2016-12-23,"Milwaukee Bucks","Washington Wizards",96,123,2017
2016-12-23,"Minnesota Timberwolves","Sacramento Kings",109,105,2017
2016-12-23,"New Orleans Pelicans","Miami Heat",87,91,2017
2016-12-23,"Orlando Magic","Los Angeles Lakers",90,109,2017
2016-12-23,"Phoenix Suns","Philadelphia 76ers",116,123,2017
2016-12-23,"Portland Trail Blazers","San Antonio Spurs",110,90,2017
2016-12-23,"Utah Jazz","Toronto Raptors",104,98,2017
2016-12-25,"Cleveland Cavaliers","Golden State Warriors",108,109,2017
2016-12-25,"Los Angeles Lakers","Los Angeles Clippers",102,111,2017
2016-12-25,"New York Knicks","Boston Celtics",119,114,2017
2016-12-25,"Oklahoma City Thunder","Minnesota Timberwolves",100,112,2017
2016-12-25,"San Antonio Spurs","Chicago Bulls",100,119,2017
2016-12-26,"Brooklyn Nets","Charlotte Hornets",118,120,2017
2016-12-26,"Chicago Bulls","Indiana Pacers",85,90,2017
2016-12-26,"Detroit Pistons","Cleveland Cavaliers",90,106,2017
2016-12-26,"Houston Rockets","Phoenix Suns",115,131,2017
2016-12-26,"Los Angeles Clippers","Denver Nuggets",106,102,2017
2016-12-26,"Minnesota Timberwolves","Atlanta Hawks",90,104,2017
2016-12-26,"New Orleans Pelicans","Dallas Mavericks",104,111,2017
2016-12-26,"Orlando Magic","Memphis Grizzlies",102,112,2017
2016-12-26,"Portland Trail Blazers","Toronto Raptors",95,91,2017
2016-12-26,"Sacramento Kings","Philadelphia 76ers",100,102,2017
2016-12-26,"Washington Wizards","Milwaukee Bucks",102,107,2017
2016-12-27,"Boston Celtics","Memphis Grizzlies",103,113,2017
2016-12-27,"Dallas Mavericks","Houston Rockets",123,107,2017
2016-12-27,"Los Angeles Lakers","Utah Jazz",102,100,2017
2016-12-27,"Miami Heat","Oklahoma City Thunder",106,94,2017
2016-12-28,"Atlanta Hawks","New York Knicks",98,102,2017
2016-12-28,"Chicago Bulls","Brooklyn Nets",99,101,2017
2016-12-28,"Denver Nuggets","Minnesota Timberwolves",103,105,2017
2016-12-28,"Detroit Pistons","Milwaukee Bucks",119,94,2017
2016-12-28,"Golden State Warriors","Toronto Raptors",111,121,2017
2016-12-28,"New Orleans Pelicans","Los Angeles Clippers",98,102,2017
2016-12-28,"Orlando Magic","Charlotte Hornets",120,101,2017
2016-12-28,"Portland Trail Blazers","Sacramento Kings",89,102,2017
2016-12-28,"San Antonio Spurs","Phoenix Suns",98,119,2017
2016-12-28,"Washington Wizards","Indiana Pacers",105,111,2017
2016-12-29,"Charlotte Hornets","Miami Heat",82,91,2017
2016-12-29,"Cleveland Cavaliers","Boston Celtics",118,124,2017
2016-12-29,"Los Angeles Lakers","Dallas Mavericks",101,89,2017
2016-12-29,"Memphis Grizzlies","Oklahoma City Thunder",80,114,2017
2016-12-29,"Phoenix Suns","Toronto Raptors",91,99,2017
2016-12-29,"Utah Jazz","Philadelphia 76ers",83,100,2017
2016-12-30,"Atlanta Hawks","Detroit Pistons",98,105,2017
2016-12-30,"Boston Celtics","Miami Heat",114,117,2017
2016-12-30,"Denver Nuggets","Philadelphia 76ers",124,122,2017
2016-12-30,"Golden State Warriors","Dallas Mavericks",99,108,2017
2016-12-30,"Houston Rockets","Los Angeles Clippers",116,140,2017
2016-12-30,"Indiana Pacers","Chicago Bulls",101,111,2017
2016-12-30,"Minnesota Timberwolves","Milwaukee Bucks",99,116,2017
2016-12-30,"New Orleans Pelicans","New York Knicks",92,104,2017
2016-12-30,"San Antonio Spurs","Portland Trail Blazers",94,110,2017
2016-12-30,"Washington Wizards","Brooklyn Nets",95,118,2017
2016-12-31,"Chicago Bulls","Milwaukee Bucks",116,96,2017
2016-12-31,"Charlotte Hornets","Cleveland Cavaliers",121,109,2017
2016-12-31,"Houston Rockets","New York Knicks",122,129,2017
2016-12-31,"Oklahoma City Thunder","Los Angeles Clippers",88,114,2017
2016-12-31,"Sacramento Kings","Memphis Grizzlies",112,98,2017
2016-12-31,"Utah Jazz","Phoenix Suns",86,91,2017
2017-01-01,"Atlanta Hawks","San Antonio Spurs",112,114,2017
2017-01-01,"Indiana Pacers","Orlando Magic",104,117,2017
